UR,SR,p,HR,WSP,FootNonFin,Iambic,Parse,FtBin,WordFootLeft,WordFootRight,MainLeft,MainRight,AllFeetLeft,AllFeetRight,NonFinal
,,,"[(L1) (H2) (L2) H H]",2,3,0,2,2,0,1,0,4,3,9,0
,[L2 H1 L2 H H],0
,,,"[(L2) (H1) (L2) H H]",2,3,0,2,2,0,1,1,3,3,9,0
,,,"[(L2) (H1) (L2 H) H]",2,2,1,1,1,0,1,1,3,3,8,0
,[L H2 L H2 H1],1
,,,"[(L H2) L (H2) (H1)]",0,3,0,1,0,0,0,4,0,7,4,1
,,,"[L (H2 L) (H2) (H1)]",0,2,1,1,0,1,0,4,0,8,3,1
,,,"[L (H2) L (H2) (H1)]",0,3,0,2,0,1,0,4,0,8,4,1
,,,"[(L H2) (L H2) (H1)]",0,3,0,0,0,0,0,4,0,6,4,1
,,,"[L (H2) (L H2) (H1)]",0,3,0,1,0,1,0,4,0,7,4,1
,[L H L H1 H],0
,,,"[L H (L H1) H]",2,1,0,3,0,1,1,2,1,2,1,0
,,,"[L H L (H1) H]",2,1,0,4,0,1,1,3,1,3,1,0
,,,"[L H L (H1 H)]",2,0,1,3,0,1,0,3,0,3,0,1
,[L1 H2 L H2 H],0
,,,"[(L1) (H2) L (H2 H)]",1,2,1,1,1,0,0,0,4,4,7,1
,,,"[(L1) (H2) (L H2) H]",1,3,0,1,1,0,1,0,4,3,8,0
,,,"[(L1) (H2) L (H2) H]",1,3,0,2,1,0,1,0,4,4,8,0
,,,"[(L1) (H2 L) (H2 H)]",1,1,2,0,1,0,0,0,4,4,6,1
,,,"[(L1) (H2 L) (H2) H]",1,2,1,1,1,0,1,0,4,4,7,0
,[L H L1 H H2],0
,,,"[L (H L1) (H H2)]",2,2,0,1,0,1,0,1,2,4,2,1
,,,"[L (H L1) H (H2)]",2,2,0,2,0,1,0,1,2,5,2,1
,,,"[L H (L1) (H H2)]",2,2,0,2,1,1,0,2,2,5,2,1
,,,"[L H (L1) H (H2)]",2,2,0,3,1,1,0,2,2,6,2,1
,,,"[L H (L1 H) (H2)]",2,1,1,2,0,1,0,2,1,6,1,1
,[L H2 L H1 H],0
,,,"[L (H2) L (H1) H]",1,2,0,3,0,1,1,3,1,4,4,0
,,,"[L (H2 L) (H1 H)]",1,0,2,1,0,1,0,3,0,4,2,1
,,,"[(L H2) (L H1) H]",1,2,0,1,0,0,1,2,1,2,4,0
,,,"[L (H2) L (H1 H)]",1,1,1,2,0,1,0,3,0,4,3,1
,,,"[(L H2) L (H1 H)]",1,1,1,1,0,0,0,3,0,3,3,1
,,,"[L (H2 L) (H1) H]",1,1,1,2,0,1,1,3,1,4,3,0
,,,"[(L H2) L (H1) H]",1,2,0,2,0,0,1,3,1,3,4,0
,,,"[L (H2) (L H1) H]",1,2,0,2,0,1,1,2,1,3,4,0
,[L2 H2 L2 H2 H1],0
,,,"[(L2) (H2) (L2) (H2) (H1)]",0,5,0,0,2,0,0,4,0,10,10,1
,[L H1 L2 H2 H2],0
,,,"[L (H1) (L2) (H2) (H2)]",0,4,0,1,1,1,0,1,3,10,6,1
,,,"[(L H1) (L2) (H2) (H2)]",0,4,0,0,1,0,0,0,3,9,6,1
,[L2 H2 L2 H1 H2],0
,,,"[(L2) (H2) (L2) (H1) (H2)]",0,5,0,0,2,0,0,3,1,10,10,1
,[L2 H2 L H1 H],0
,,,"[(L2) (H2) L (H1) H]",1,3,0,2,1,0,1,3,1,4,8,0
,,,"[(L2) (H2) L (H1 H)]",1,2,1,1,1,0,0,3,0,4,7,1
,,,"[(L2) (H2 L) (H1) H]",1,2,1,1,1,0,1,3,1,4,7,0
,,,"[(L2) (H2) (L H1) H]",1,3,0,1,1,0,1,2,1,3,8,0
,,,"[(L2) (H2 L) (H1 H)]",1,1,2,0,1,0,0,3,0,4,6,1
,[L2 H L H1 H2],0
,,,"[(L2) H L (H1) (H2)]",1,3,0,2,1,0,0,3,1,7,5,1
,,,"[(L2 H) L (H1) (H2)]",1,2,1,1,0,0,0,3,1,7,4,1
,,,"[(L2 H) (L H1) (H2)]",1,2,1,0,0,0,0,2,1,6,4,1
,,,"[(L2) H (L H1) (H2)]",1,3,0,1,1,0,0,2,1,6,5,1
,[L2 H L2 H H1],0
,,,"[(L2) (H L2) H (H1)]",2,3,0,1,1,0,0,4,0,5,6,1
,,,"[(L2 H) (L2 H) (H1)]",2,1,2,0,0,0,0,4,0,6,4,1
,,,"[(L2) H (L2 H) (H1)]",2,2,1,1,1,0,0,4,0,6,5,1
,,,"[(L2 H) (L2) H (H1)]",2,2,1,1,1,0,0,4,0,6,5,1
,,,"[(L2) H (L2) H (H1)]",2,3,0,2,2,0,0,4,0,6,6,1
,,,"[(L2) (H L2) (H H1)]",2,3,0,0,1,0,0,3,0,4,6,1
,,,"[(L2 H) (L2) (H H1)]",2,2,1,0,1,0,0,3,0,5,5,1
,,,"[(L2) H (L2) (H H1)]",2,3,0,1,2,0,0,3,0,5,6,1
,[L2 H1 L H H],0
,,,"[(L2) (H1) L H H]",2,2,0,3,1,0,1,1,3,1,7,0
,,,"[(L2) (H1 L) H H]",2,1,1,2,1,0,1,1,2,1,6,0
,[L H L2 H1 H2],0
,,,"[L H (L2) (H1) (H2)]",1,3,0,2,1,1,0,3,1,9,3,1
,,,"[L (H L2) (H1) (H2)]",1,3,0,1,0,1,0,3,1,8,3,1
,[L2 H L H H1],0
,,,"[(L2 H) L H (H1)]",2,1,1,2,0,0,0,4,0,4,3,1
,,,"[(L2) H L (H H1)]",2,2,0,2,1,0,0,3,0,3,4,1
,,,"[(L2) H L H (H1)]",2,2,0,3,1,0,0,4,0,4,4,1
,,,"[(L2 H) L (H H1)]",2,1,1,1,0,0,0,3,0,3,3,1
,[L1 H L2 H H],0
,,,"[(L1) (H L2) H H]",3,2,0,2,1,0,1,0,4,1,6,0
,,,"[(L1) H (L2 H) H]",3,1,1,2,1,0,1,0,4,2,5,0
,,,"[(L1 H) (L2) H H]",3,1,1,2,1,0,1,0,3,2,5,0
,,,"[(L1 H) (L2 H) H]",3,0,2,1,0,0,1,0,3,2,4,0
,,,"[(L1) H (L2) H H]",3,2,0,3,2,0,1,0,4,2,6,0
,[L H L2 H2 H1],0
,,,"[L H (L2) (H2) (H1)]",1,3,0,2,1,1,0,4,0,9,3,1
,,,"[L (H L2) (H2) (H1)]",1,3,0,1,0,1,0,4,0,8,3,1
,[L1 H L H2 H2],0
,,,"[(L1 H) (L H2) (H2)]",1,2,1,0,0,0,0,0,3,6,4,1
,,,"[(L1 H) L (H2) (H2)]",1,2,1,1,0,0,0,0,3,7,4,1
,,,"[(L1) H (L H2) (H2)]",1,3,0,1,1,0,0,0,4,6,5,1
,,,"[(L1) H L (H2) (H2)]",1,3,0,2,1,0,0,0,4,7,5,1
,[L2 H1 L2 H2 H2],0
,,,"[(L2) (H1) (L2) (H2) (H2)]",0,5,0,0,2,0,0,1,3,10,10,1
,[L H1 L H2 H2],0
,,,"[L (H1) L (H2) (H2)]",0,3,0,2,0,1,0,1,3,8,4,1
,,,"[(L H1) L (H2) (H2)]",0,3,0,1,0,0,0,0,3,7,4,1
,,,"[L (H1 L) (H2) (H2)]",0,2,1,1,0,1,0,1,2,8,3,1
,,,"[(L H1) (L H2) (H2)]",0,3,0,0,0,0,0,0,3,6,4,1
,,,"[L (H1) (L H2) (H2)]",0,3,0,1,0,1,0,1,3,7,4,1
,[L2 H2 L1 H2 H],0
,,,"[(L2) (H2) (L1) (H2) H]",1,4,0,1,2,0,1,2,2,6,10,0
,,,"[(L2) (H2) (L1) (H2 H)]",1,3,1,0,2,0,0,2,2,6,9,1
,[L H2 L H1 H2],0
,,,"[(L H2) (L H1) (H2)]",0,3,0,0,0,0,0,2,1,6,4,1
,,,"[(L H2) L (H1) (H2)]",0,3,0,1,0,0,0,3,1,7,4,1
,,,"[L (H2) (L H1) (H2)]",0,3,0,1,0,1,0,2,1,7,4,1
,,,"[L (H2 L) (H1) (H2)]",0,2,1,1,0,1,0,3,1,8,3,1
,,,"[L (H2) L (H1) (H2)]",0,3,0,2,0,1,0,3,1,8,4,1
,[L2 H2 L H H1],0
,,,"[(L2) (H2 L) (H H1)]",1,2,1,0,1,0,0,3,0,4,6,1
,,,"[(L2) (H2) L H (H1)]",1,3,0,2,1,0,0,4,0,5,7,1
,,,"[(L2) (H2 L) H (H1)]",1,2,1,1,1,0,0,4,0,5,6,1
,,,"[(L2) (H2) L (H H1)]",1,3,0,1,1,0,0,3,0,4,7,1
,[L H2 L H H1],0
,,,"[L (H2) L (H H1)]",1,2,0,2,0,1,0,3,0,4,3,1
,,,"[(L H2) L (H H1)]",1,2,0,1,0,0,0,3,0,3,3,1
,,,"[L (H2 L) H (H1)]",1,1,1,2,0,1,0,4,0,5,2,1
,,,"[L (H2 L) (H H1)]",1,1,1,1,0,1,0,3,0,4,2,1
,,,"[(L H2) L H (H1)]",1,2,0,2,0,0,0,4,0,4,3,1
,,,"[L (H2) L H (H1)]",1,2,0,3,0,1,0,4,0,5,3,1
,[L H1 L H H2],0
,,,"[(L H1) L (H H2)]",1,2,0,1,0,0,0,0,3,3,3,1
,,,"[L (H1) L (H H2)]",1,2,0,2,0,1,0,1,3,4,3,1
,,,"[(L H1) L H (H2)]",1,2,0,2,0,0,0,0,3,4,3,1
,,,"[L (H1) L H (H2)]",1,2,0,3,0,1,0,1,3,5,3,1
,,,"[L (H1 L) H (H2)]",1,1,1,2,0,1,0,1,2,5,2,1
,,,"[L (H1 L) (H H2)]",1,1,1,1,0,1,0,1,2,4,2,1
,[L H2 L1 H2 H2],0
,,,"[L (H2) (L1) (H2) (H2)]",0,4,0,1,1,1,0,2,2,10,6,1
,,,"[(L H2) (L1) (H2) (H2)]",0,4,0,0,1,0,0,2,2,9,6,1
,[L1 H2 L2 H2 H2],0
,,,"[(L1) (H2) (L2) (H2) (H2)]",0,5,0,0,2,0,0,0,4,10,10,1
,[L2 H2 L1 H H2],0
,,,"[(L2) (H2) (L1 H) (H2)]",1,3,1,0,1,0,0,2,1,7,8,1
,,,"[(L2) (H2) (L1) H (H2)]",1,4,0,1,2,0,0,2,2,7,9,1
,,,"[(L2) (H2) (L1) (H H2)]",1,4,0,0,2,0,0,2,2,6,9,1
,[L1 H2 L H H],0
,,,"[(L1) (H2 L) H H]",2,1,1,2,1,0,1,0,4,1,6,0
,,,"[(L1) (H2) L H H]",2,2,0,3,1,0,1,0,4,1,7,0
,[L H2 L1 H H2],0
,,,"[(L H2) (L1) (H H2)]",1,3,0,0,1,0,0,2,2,5,5,1
,,,"[(L H2) (L1) H (H2)]",1,3,0,1,1,0,0,2,2,6,5,1
,,,"[L (H2) (L1) H (H2)]",1,3,0,2,1,1,0,2,2,7,5,1
,,,"[L (H2) (L1 H) (H2)]",1,2,1,1,0,1,0,2,1,7,4,1
,,,"[L (H2) (L1) (H H2)]",1,3,0,1,1,1,0,2,2,6,5,1
,,,"[(L H2) (L1 H) (H2)]",1,2,1,0,0,0,0,2,1,6,4,1
,[L H L H1 H2],0
,,,"[L H L (H1) (H2)]",1,2,0,3,0,1,0,3,1,7,1,1
,,,"[L H (L H1) (H2)]",1,2,0,2,0,1,0,2,1,6,1,1
,[L2 H2 L2 H1 H],0
,,,"[(L2) (H2) (L2) (H1 H)]",1,3,1,0,2,0,0,3,0,6,9,1
,,,"[(L2) (H2) (L2) (H1) H]",1,4,0,1,2,0,1,3,1,6,10,0
,[L1 H L H2 H],0
,,,"[(L1) H L (H2 H)]",2,1,1,2,1,0,0,0,4,3,4,1
,,,"[(L1) H (L H2) H]",2,2,0,2,1,0,1,0,4,2,5,0
,,,"[(L1 H) L (H2) H]",2,1,1,2,0,0,1,0,3,3,4,0
,,,"[(L1 H) L (H2 H)]",2,0,2,1,0,0,0,0,3,3,3,1
,,,"[(L1) H L (H2) H]",2,2,0,3,1,0,1,0,4,3,5,0
,,,"[(L1 H) (L H2) H]",2,1,1,1,0,0,1,0,3,2,4,0
,[L2 H L H1 H],0
,,,"[(L2) H (L H1) H]",2,2,0,2,1,0,1,2,1,2,5,0
,,,"[(L2) H L (H1) H]",2,2,0,3,1,0,1,3,1,3,5,0
,,,"[(L2 H) (L H1) H]",2,1,1,1,0,0,1,2,1,2,4,0
,,,"[(L2) H L (H1 H)]",2,1,1,2,1,0,0,3,0,3,4,1
,,,"[(L2 H) L (H1 H)]",2,0,2,1,0,0,0,3,0,3,3,1
,,,"[(L2 H) L (H1) H]",2,1,1,2,0,0,1,3,1,3,4,0
,[L2 H2 L H2 H1],0
,,,"[(L2) (H2 L) (H2) (H1)]",0,3,1,0,1,0,0,4,0,8,7,1
,,,"[(L2) (H2) (L H2) (H1)]",0,4,0,0,1,0,0,4,0,7,8,1
,,,"[(L2) (H2) L (H2) (H1)]",0,4,0,1,1,0,0,4,0,8,8,1
,[L1 H L2 H H2],0
,,,"[(L1) (H L2) (H H2)]",2,3,0,0,1,0,0,0,4,4,6,1
,,,"[(L1) H (L2 H) (H2)]",2,2,1,1,1,0,0,0,4,6,5,1
,,,"[(L1 H) (L2) (H H2)]",2,2,1,0,1,0,0,0,3,5,5,1
,,,"[(L1) H (L2) H (H2)]",2,3,0,2,2,0,0,0,4,6,6,1
,,,"[(L1 H) (L2 H) (H2)]",2,1,2,0,0,0,0,0,3,6,4,1
,,,"[(L1 H) (L2) H (H2)]",2,2,1,1,1,0,0,0,3,6,5,1
,,,"[(L1) (H L2) H (H2)]",2,3,0,1,1,0,0,0,4,5,6,1
,,,"[(L1) H (L2) (H H2)]",2,3,0,1,2,0,0,0,4,5,6,1
,[L2 H1 L2 H2 H],0
,,,"[(L2) (H1) (L2) (H2 H)]",1,3,1,0,2,0,0,1,3,6,9,1
,,,"[(L2) (H1) (L2) (H2) H]",1,4,0,1,2,0,1,1,3,6,10,0
,[L1 H L2 H2 H],0
,,,"[(L1) H (L2) (H2 H)]",2,2,1,1,2,0,0,0,4,5,6,1
,,,"[(L1) (H L2) (H2) H]",2,3,0,1,1,0,1,0,4,4,7,0
,,,"[(L1 H) (L2) (H2) H]",2,2,1,1,1,0,1,0,3,5,6,0
,,,"[(L1) (H L2) (H2 H)]",2,2,1,0,1,0,0,0,4,4,6,1
,,,"[(L1) H (L2) (H2) H]",2,3,0,2,2,0,1,0,4,5,7,0
,,,"[(L1 H) (L2) (H2 H)]",2,1,2,0,1,0,0,0,3,5,5,1
,[L1 H2 L H2 H2],0
,,,"[(L1) (H2) L (H2) (H2)]",0,4,0,1,1,0,0,0,4,8,8,1
,,,"[(L1) (H2) (L H2) (H2)]",0,4,0,0,1,0,0,0,4,7,8,1
,,,"[(L1) (H2 L) (H2) (H2)]",0,3,1,0,1,0,0,0,4,8,7,1
,[L H2 L1 H2 H],0
,,,"[(L H2) (L1) (H2) H]",1,3,0,1,1,0,1,2,2,5,6,0
,,,"[(L H2) (L1) (H2 H)]",1,2,1,0,1,0,0,2,2,5,5,1
,,,"[L (H2) (L1) (H2) H]",1,3,0,2,1,1,1,2,2,6,6,0
,,,"[L (H2) (L1) (H2 H)]",1,2,1,1,1,1,0,2,2,6,5,1
,[L2 H1 L2 H H2],0
,,,"[(L2) (H1) (L2) (H H2)]",1,4,0,0,2,0,0,1,3,6,9,1
,,,"[(L2) (H1) (L2 H) (H2)]",1,3,1,0,1,0,0,1,3,7,8,1
,,,"[(L2) (H1) (L2) H (H2)]",1,4,0,1,2,0,0,1,3,7,9,1
,[L2 H1 L H2 H2],0
,,,"[(L2) (H1 L) (H2) (H2)]",0,3,1,0,1,0,0,1,2,8,7,1
,,,"[(L2) (H1) (L H2) (H2)]",0,4,0,0,1,0,0,1,3,7,8,1
,,,"[(L2) (H1) L (H2) (H2)]",0,4,0,1,1,0,0,1,3,8,8,1
,[L1 H2 L2 H H2],0
,,,"[(L1) (H2) (L2) H (H2)]",1,4,0,1,2,0,0,0,4,7,9,1
,,,"[(L1) (H2) (L2 H) (H2)]",1,3,1,0,1,0,0,0,4,7,8,1
,,,"[(L1) (H2) (L2) (H H2)]",1,4,0,0,2,0,0,0,4,6,9,1
,[L2 H1 L H H2],0
,,,"[(L2) (H1 L) (H H2)]",1,2,1,0,1,0,0,1,2,4,6,1
,,,"[(L2) (H1 L) H (H2)]",1,2,1,1,1,0,0,1,2,5,6,1
,,,"[(L2) (H1) L H (H2)]",1,3,0,2,1,0,0,1,3,5,7,1
,,,"[(L2) (H1) L (H H2)]",1,3,0,1,1,0,0,1,3,4,7,1
,[L2 H L2 H1 H],0
,,,"[(L2 H) (L2) (H1) H]",2,2,1,1,1,0,1,3,1,5,6,0
,,,"[(L2) H (L2) (H1) H]",2,3,0,2,2,0,1,3,1,5,7,0
,,,"[(L2) H (L2) (H1 H)]",2,2,1,1,2,0,0,3,0,5,6,1
,,,"[(L2) (H L2) (H1) H]",2,3,0,1,1,0,1,3,1,4,7,0
,,,"[(L2) (H L2) (H1 H)]",2,2,1,0,1,0,0,3,0,4,6,1
,,,"[(L2 H) (L2) (H1 H)]",2,1,2,0,1,0,0,3,0,5,5,1
,[L H1 L2 H H],0
,,,"[L (H1) (L2 H) H]",2,1,1,2,0,1,1,1,3,3,4,0
,,,"[(L H1) (L2 H) H]",2,1,1,1,0,0,1,0,3,2,4,0
,,,"[L (H1) (L2) H H]",2,2,0,3,1,1,1,1,3,3,5,0
,,,"[(L H1) (L2) H H]",2,2,0,2,1,0,1,0,3,2,5,0
,[L H L2 H H1],0
,,,"[L (H L2) H (H1)]",2,2,0,2,0,1,0,4,0,5,2,1
,,,"[L (H L2) (H H1)]",2,2,0,1,0,1,0,3,0,4,2,1
,,,"[L H (L2 H) (H1)]",2,1,1,2,0,1,0,4,0,6,1,1
,,,"[L H (L2) H (H1)]",2,2,0,3,1,1,0,4,0,6,2,1
,,,"[L H (L2) (H H1)]",2,2,0,2,1,1,0,3,0,5,2,1
,[L H2 L2 H H1],0
,,,"[L (H2) (L2) H (H1)]",1,3,0,2,1,1,0,4,0,7,5,1
,,,"[(L H2) (L2) H (H1)]",1,3,0,1,1,0,0,4,0,6,5,1
,,,"[L (H2) (L2 H) (H1)]",1,2,1,1,0,1,0,4,0,7,4,1
,,,"[(L H2) (L2 H) (H1)]",1,2,1,0,0,0,0,4,0,6,4,1
,,,"[(L H2) (L2) (H H1)]",1,3,0,0,1,0,0,3,0,5,5,1
,,,"[L (H2) (L2) (H H1)]",1,3,0,1,1,1,0,3,0,6,5,1
,[L H2 L2 H1 H],0
,,,"[(L H2) (L2) (H1) H]",1,3,0,1,1,0,1,3,1,5,6,0
,,,"[L (H2) (L2) (H1 H)]",1,2,1,1,1,1,0,3,0,6,5,1
,,,"[(L H2) (L2) (H1 H)]",1,2,1,0,1,0,0,3,0,5,5,1
,,,"[L (H2) (L2) (H1) H]",1,3,0,2,1,1,1,3,1,6,6,0
,[L2 H L H2 H1],0
,,,"[(L2) H (L H2) (H1)]",1,3,0,1,1,0,0,4,0,6,5,1
,,,"[(L2 H) L (H2) (H1)]",1,2,1,1,0,0,0,4,0,7,4,1
,,,"[(L2 H) (L H2) (H1)]",1,2,1,0,0,0,0,4,0,6,4,1
,,,"[(L2) H L (H2) (H1)]",1,3,0,2,1,0,0,4,0,7,5,1
,[L H L2 H1 H],0
,,,"[L (H L2) (H1 H)]",2,1,1,1,0,1,0,3,0,4,2,1
,,,"[L H (L2) (H1 H)]",2,1,1,2,1,1,0,3,0,5,2,1
,,,"[L H (L2) (H1) H]",2,2,0,3,1,1,1,3,1,5,3,0
,,,"[L (H L2) (H1) H]",2,2,0,2,0,1,1,3,1,4,3,0
,[L H L1 H H],0
,,,"[L H (L1) H H]",3,1,0,4,1,1,1,2,2,2,2,0
,,,"[L H (L1 H) H]",3,0,1,3,0,1,1,2,1,2,1,0
,,,"[L (H L1) H H]",3,1,0,3,0,1,1,1,2,1,2,0
,[L1 H2 L2 H2 H],0
,,,"[(L1) (H2) (L2) (H2) H]",1,4,0,1,2,0,1,0,4,6,10,0
,,,"[(L1) (H2) (L2) (H2 H)]",1,3,1,0,2,0,0,0,4,6,9,1
,[L H2 L2 H1 H2],0
,,,"[(L H2) (L2) (H1) (H2)]",0,4,0,0,1,0,0,3,1,9,6,1
,,,"[L (H2) (L2) (H1) (H2)]",0,4,0,1,1,1,0,3,1,10,6,1
"[L H H L L]"
,[L1 H H2 L L],0
,,,"[(L1) (H H2) L L]",1,2,0,2,1,0,1,0,4,1,6,0
,,,"[(L1) H (H2 L) L]",1,1,1,2,1,0,1,0,4,2,5,0
,,,"[(L1 H) (H2 L) L]",1,0,2,1,0,0,1,0,3,2,4,0
,,,"[(L1) H (H2) L L]",1,2,0,3,1,0,1,0,4,2,6,0
,,,"[(L1 H) (H2) L L]",1,1,1,2,0,0,1,0,3,2,5,0
,[L H H2 L2 L1],0
,,,"[L (H H2) (L2) (L1)]",1,3,0,1,2,1,0,4,0,8,3,1
,,,"[L H (H2) (L2) (L1)]",1,3,0,2,2,1,0,4,0,9,3,1
,[L H H1 L2 L],0
,,,"[L H (H1) (L2 L)]",1,1,1,2,0,1,0,2,2,5,2,1
,,,"[L (H H1) (L2) L]",1,2,0,2,1,1,1,1,2,4,3,0
,,,"[L H (H1) (L2) L]",1,2,0,3,1,1,1,2,2,5,3,0
,,,"[L (H H1) (L2 L)]",1,1,1,1,0,1,0,1,2,4,2,1
,[L H H2 L L1],0
,,,"[L H (H2) (L L1)]",1,2,0,2,0,1,0,3,0,5,2,1
,,,"[L (H H2) (L L1)]",1,2,0,1,0,1,0,3,0,4,2,1
,,,"[L (H H2) L (L1)]",1,2,0,2,1,1,0,4,0,5,2,1
,,,"[L H (H2) L (L1)]",1,2,0,3,1,1,0,4,0,6,2,1
,,,"[L H (H2 L) (L1)]",1,1,1,2,1,1,0,4,0,6,1,1
,[L1 H2 H L L2],0
,,,"[(L1) (H2) H (L L2)]",1,3,0,1,1,0,0,0,4,4,7,1
,,,"[(L1) (H2 H) L (L2)]",1,2,1,1,2,0,0,0,4,5,6,1
,,,"[(L1) (H2) H L (L2)]",1,3,0,2,2,0,0,0,4,5,7,1
,,,"[(L1) (H2 H) (L L2)]",1,2,1,0,1,0,0,0,4,4,6,1
,[L2 H H L1 L],0
,,,"[(L2 H) H (L1) L]",2,1,1,2,1,0,1,3,1,3,4,0
,,,"[(L2) H (H L1) L]",2,2,0,2,1,0,1,2,1,2,5,0
,,,"[(L2) H H (L1) L]",2,2,0,3,2,0,1,3,1,3,5,0
,,,"[(L2 H) (H L1) L]",2,1,1,1,0,0,1,2,1,2,4,0
,,,"[(L2 H) H (L1 L)]",2,0,2,1,0,0,0,3,0,3,3,1
,,,"[(L2) H H (L1 L)]",2,1,1,2,1,0,0,3,0,3,4,1
,[L1 H2 H L2 L],0
,,,"[(L1) (H2) (H L2) L]",1,3,0,1,1,0,1,0,4,3,8,0
,,,"[(L1) (H2) H (L2) L]",1,3,0,2,2,0,1,0,4,4,8,0
,,,"[(L1) (H2 H) (L2) L]",1,2,1,1,2,0,1,0,4,4,7,0
,,,"[(L1) (H2 H) (L2 L)]",1,1,2,0,1,0,0,0,4,4,6,1
,,,"[(L1) (H2) H (L2 L)]",1,2,1,1,1,0,0,0,4,4,7,1
,[L2 H H L1 L2],0
,,,"[(L2) H (H L1) (L2)]",2,3,0,1,2,0,0,2,1,6,5,1
,,,"[(L2) H H (L1) (L2)]",2,3,0,2,3,0,0,3,1,7,5,1
,,,"[(L2 H) (H L1) (L2)]",2,2,1,0,1,0,0,2,1,6,4,1
,,,"[(L2 H) H (L1) (L2)]",2,2,1,1,2,0,0,3,1,7,4,1
,[L2 H1 H2 L L2],0
,,,"[(L2) (H1) (H2) L (L2)]",0,4,0,1,2,0,0,1,3,7,9,1
,,,"[(L2) (H1) (H2) (L L2)]",0,4,0,0,1,0,0,1,3,6,9,1
,,,"[(L2) (H1) (H2 L) (L2)]",0,3,1,0,2,0,0,1,3,7,8,1
,[L2 H2 H2 L2 L1],0
,,,"[(L2) (H2) (H2) (L2) (L1)]",0,5,0,0,3,0,0,4,0,10,10,1
,[L2 H2 H L1 L2],0
,,,"[(L2) (H2) (H L1) (L2)]",1,4,0,0,2,0,0,2,1,7,8,1
,,,"[(L2) (H2) H (L1) (L2)]",1,4,0,1,3,0,0,3,1,8,8,1
,,,"[(L2) (H2 H) (L1) (L2)]",1,3,1,0,3,0,0,3,1,8,7,1
,[L H2 H1 L2 L],0
,,,"[(L H2) (H1) (L2) L]",0,3,0,1,1,0,1,2,2,5,6,0
,,,"[L (H2) (H1) (L2) L]",0,3,0,2,1,1,1,2,2,6,6,0
,,,"[L (H2) (H1) (L2 L)]",0,2,1,1,0,1,0,2,2,6,5,1
,,,"[(L H2) (H1) (L2 L)]",0,2,1,0,0,0,0,2,2,5,5,1
,[L2 H2 H L1 L],0
,,,"[(L2) (H2 H) (L1) L]",1,2,1,1,2,0,1,3,1,4,7,0
,,,"[(L2) (H2) (H L1) L]",1,3,0,1,1,0,1,2,1,3,8,0
,,,"[(L2) (H2) H (L1 L)]",1,2,1,1,1,0,0,3,0,4,7,1
,,,"[(L2) (H2 H) (L1 L)]",1,1,2,0,1,0,0,3,0,4,6,1
,,,"[(L2) (H2) H (L1) L]",1,3,0,2,2,0,1,3,1,4,8,0
,[L H1 H L2 L2],0
,,,"[L (H1 H) (L2) (L2)]",1,2,1,1,2,1,0,1,2,8,3,1
,,,"[(L H1) (H L2) (L2)]",1,3,0,0,1,0,0,0,3,6,4,1
,,,"[L (H1) (H L2) (L2)]",1,3,0,1,1,1,0,1,3,7,4,1
,,,"[(L H1) H (L2) (L2)]",1,3,0,1,2,0,0,0,3,7,4,1
,,,"[L (H1) H (L2) (L2)]",1,3,0,2,2,1,0,1,3,8,4,1
,[L1 H2 H L L],0
,,,"[(L1) (H2 H) L L]",1,1,1,2,1,0,1,0,4,1,6,0
,,,"[(L1) (H2) H L L]",1,2,0,3,1,0,1,0,4,1,7,0
,[L2 H2 H1 L2 L],0
,,,"[(L2) (H2) (H1) (L2 L)]",0,3,1,0,1,0,0,2,2,6,9,1
,,,"[(L2) (H2) (H1) (L2) L]",0,4,0,1,2,0,1,2,2,6,10,0
,[L2 H H2 L L1],0
,,,"[(L2) H (H2 L) (L1)]",1,2,1,1,2,0,0,4,0,6,5,1
,,,"[(L2) (H H2) (L L1)]",1,3,0,0,1,0,0,3,0,4,6,1
,,,"[(L2 H) (H2) L (L1)]",1,2,1,1,1,0,0,4,0,6,5,1
,,,"[(L2 H) (H2) (L L1)]",1,2,1,0,0,0,0,3,0,5,5,1
,,,"[(L2) H (H2) (L L1)]",1,3,0,1,1,0,0,3,0,5,6,1
,,,"[(L2) (H H2) L (L1)]",1,3,0,1,2,0,0,4,0,5,6,1
,,,"[(L2 H) (H2 L) (L1)]",1,1,2,0,1,0,0,4,0,6,4,1
,,,"[(L2) H (H2) L (L1)]",1,3,0,2,2,0,0,4,0,6,6,1
,[L1 H H2 L2 L],0
,,,"[(L1) (H H2) (L2 L)]",1,2,1,0,1,0,0,0,4,4,6,1
,,,"[(L1 H) (H2) (L2) L]",1,2,1,1,1,0,1,0,3,5,6,0
,,,"[(L1) H (H2) (L2) L]",1,3,0,2,2,0,1,0,4,5,7,0
,,,"[(L1 H) (H2) (L2 L)]",1,1,2,0,0,0,0,0,3,5,5,1
,,,"[(L1) H (H2) (L2 L)]",1,2,1,1,1,0,0,0,4,5,6,1
,,,"[(L1) (H H2) (L2) L]",1,3,0,1,2,0,1,0,4,4,7,0
,[L1 H2 H2 L2 L2],0
,,,"[(L1) (H2) (H2) (L2) (L2)]",0,5,0,0,3,0,0,0,4,10,10,1
,[L H2 H L1 L],0
,,,"[L (H2) H (L1 L)]",1,1,1,2,0,1,0,3,0,4,3,1
